1385	12	4	7.33
1166	2442	3	44.62
272	293	3	18.01
225	114	5	13.35
811	106	7	35.94
1622	101	4	12.51
111	258	4	8.41
160	129	4	8.04
328	132	17	123.99
1877	105	8	61.02
116	506	4	17.16
660	101	6	11.72
164	725	3	20.19
579	1396	3	35.1
1188	115	6	43.12
144	115	4	4.18
290	111	3	5.54
414	102	4	4.03
127	843	3	16.65
789	131	3	16.63
13	8	3	9.21
183	271	3	14.28
1351	173	5	47.78
111	1278	3	15.4
119	396	34	297.69
181	14	22	10.57
845	101	6	15.15
2312	655	4	55.69
240	258	3	16.15
494	456	4	37.37
129	149	4	7.02
136	120	6	8.54
101	540	7	12.73
476	591	8	91.58
114	526	3	11.24
199	1155	3	25.04
111	2244	3	19.7
176	358	3	16.08
212	121	3	5.56
106	346	7	21.88
135	385	4	19.08
362	129	3	10.97
604	168	3	19.39
179	121	5	11.84
2657	146	4	40.15
195	142	6	24.94
486	242	3	21.08
103	305	28	135.59
57	620	3	14.62
146	1118	3	21.89
124	134	6	9.49
149	102	11	4.29
357	104	3	4.14
130	329	3	10.59
1053	123	6	44.14
121	135	8	15.76
153	101	19	13.26
102	711	4	7.91
2210	2	3	20.05
879	106	3	10.53
353	14	9	4.74
949	122	3	16.5
148	135	4	8.41
786	14	6	7.62
106	297	4	6.83
12	525	13	25.87
525	130	3	13.73
106	164	7	8.39
189	1499	5	50.64
101	2469	4	17.16
111	723	3	11.69
4694	279	3	40.04
679	545	5	54.95
110	556	4	13.81
267	187	3	14.29
423	109	7	25.59
458	277	5	41.66
225	629	3	21.97
132	423	7	42.01
104	118	17	12.92
147	2369	3	27.89
146	153	15	80.59
1710	504	3	35.75
130	118	5	4.57
103	2759	3	16.42
130	232	4	12.3
398	2080	3	35.28
209	170	3	11.18
58	1100	5	34.96
117	2057	4	30.67
1254	12	5	10.13
330	12	12	11.26
428	327	3	22.72
455	109	3	6.67
102	746	3	4.77
134	462	3	13.77
308	107	4	7.32
103	154	61	262.02
168	136	3	6.23
103	205	28	98.76
101	1654	5	18.18
4003	12	3	11.14
158	157	3	8.27
967	101	3	4.65
459	110	3	7.62
661	14	11	22.43
101	3656	3	14.4
132	289	9	49.22
585	14	6	4.35
120	262	4	11.68
2177	107	4	25.73
131	205	3	6.76
127	1450	3	20.17
8	1240	6	41.58
252	222	4	22.25
118	231	4	9.97
170	145	7	29.39
3689	126	3	28.27
4232	12	4	23.54
12	4583	4	23.54
503	302	3	23.12
156	116	4	5.44
235	651	3	22.32
12	794	5	5.64
102	490	5	8.29
101	1212	4	9.8
352	101	11	19.77
1194	14	5	8.69
154	14	44	45.72
752	101	4	6.27
151	4024	3	32.17
157	453	3	16.72
489	102	4	5.17
116	111	20	35.01
103	2437	3	15.42
748	102	3	4.77
3149	14	3	9.08
102	237	10	11.82
302	425	3	22.05
126	334	4	15.84
254	14	14	7.06
3456	3635	3	57.96
1989	14	3	5.66
141	161	3	6.92
12	946	4	4.34
1684	101	4	12.51
1328	109	3	13.57
274	109	4	6.4
301	211	4	23.78
16	189	13	66.23
104	737	3	8.51
119	104	15	9.08
261	111	3	4.94
128	654	5	30.01
1585	438	5	62.17
102	436	4	4.34
57	3122	3	26.96
302	14	11	5.73
713	101	5	8.93
103	842	8	37.4
568	101	5	6.81
170	340	3	15.58
197	165	6	28.87
110	643	4	15.02
2026	104	4	23.28
136	212	4	12.35
122	124	6	6.19
