125	308	9	8.55
2349	531	3	23.32
455	108	34	82.16
998	169	14	83.3
114	13751	3	21.68
1172	226	4	18.28
598	120	17	53.54
1059	114	4	5.45
1085	215	4	17.12
2787	9297	4	64.09
454	753	5	29.4
452	474	513	9031.03
2491	109	3	4.77
2694	10782	7	126.94
1438	12	18	12.93
101	6965	3	4.67
450	2083	3	21.3
104	3865	10	41.51
15175	14	3	7.92
8	13656	5	42.31
156	447	12	41.72
1684	129	3	7.46
30052	14	3	16.99
104	1875	27	117.17
102	1134	10	7.21
21129	12	3	13.79
11898	12	3	6.67
1988	656	5	44.33
1450	105	7	10.57
7177	14836	6	132.59
9531	506	7	95.93
216	1529	5	27.45
2	663	4	8.52
151	1057	3	7.78
690	132	5	9.45
184	314	5	8.82
1360	150	4	14.25
3551	8158	9	166.67
287	20927	4	59.63
101	23059	4	27.24
493	135	6	10.15
123	212	43	105.18
121	950	5	9.81
20642	12	3	11.66
2224	133	5	21.89
340	338	4	12.5
756	108	6	3.91
6675	3176	14	264.06
581	120	20	67.81
1599	122	14	70.02
102	4543	3	4.15
8305	102	3	8.55
4779	14	9	15.21
319	455	3	9.06
128	501	73	436.48
101	1693	23	45.54
102	829	13	8.08
1782	12	15	11.79
12	3525	9	11.49
222	1029	6	30.25
102	488	17	4.09
101	1417	22	33.64
1055	298	3	13.94
12	5998	5	7.63
579	212	3	7.19
102	4696	5	11.88
105	4324	4	11.51
5077	102	4	8.53
17	1077	3	15.55
126	1296	4	9.19
122	738	5	7.51
154	592	138	1273.91
1705	356	3	18.54
151	4053	3	16.92
396	4581	7	75.11
2828	14	10	7.09
784	103	12	12.3
3852	101	7	11.61
4029	107	21	144.52
491	164	3	4.38
493	933	4	24.47
107	3765	3	7.43
4211	334	5	46.62
227	2496	3	17.08
5995	431	4	41.63
414	262	8	32.85
5997	3596	3	44.26
9149	113	8	65.53
173	166	10	12.2
15380	157	4	42.81
5787	14	5	5.41
1934	186	3	13.71
434	265	4	11.79
368	599	4	17.97
101	9635	3	7.06
941	106	6	4.54
2983	1400	4	44.67
5576	139	9	77.04
207	946	10	57.51
114	204	20	15.61
172	137	58	191.9
1163	125	8	26.74
749	12	27	9.19
9784	14	5	11.97
1944	112	5	13.58
120	8773	6	47.12
3195	124	9	52.54
6688	10132	4	75.54
109	2073	4	6.89
570	300	3	10.01
570	2413	4	34.34
11315	105	3	14.55
4279	110	3	9.36
106	2737	3	4.53
5428	397	13	166.13
671	137	4	6.65
1009	1376	10	105.09
113	1131	6	12.04
118	270	9	4.7
143	1049	13	66.05
332	2016	4	27.85
3301	14	34	121.98
271	196	5	7.76
4283	107	8	38.02
119	668	9	19.85
114	1612	5	12.61
174	1925	6	34.65
119	3031	3	10.06
616	3533	7	76.72
334	4749	8	85.73
2983	266	7	58.98
746	7575	4	49.66
1998	3183	6	78.16
111	3826	4	14.75
200	454	6	18.1
8041	114	3	16.5
427	1296	3	17.79
13576	16370	4	92.53
120	2489	3	8.74
249	863	10	61.4
247	114	16	13.4
182	455	9	31.47
104	6706	8	42.68
103	391	29	33.53
102	254	43	15.18
187	242	5	5.81
101	1115	137	702.07
16	295	10	12.41
12	3219	14	26.07
257	212	5	7.86
3664	101	12	30.16
193	1815	3	13.74
220	823	4	15.01
1336	547	3	19.58
12	3977	8	10.97
101	7540	3	5.22
582	257	7	31.95
482	237	3	6.85
4980	14	6	6.25
12	5560	6	9.86
3100	109	28	189.65
9523	177	3	26.35
13457	12	3	8.1
121	681	6	9.71
216	701	3	8.55
120	1075	12	44.87
361	2885	3	22.33
494	242	3	7.28
5152	223	4	32.83
972	435	3	16.05
120	3377	5	23.27
3177	101	9	14.8
124	882	5	9.48
1061	411	7	49.87
6192	14168	4	78.55
396	1808	4	28.4
1894	21	3	8.62
106	8660	4	20.08
365	1101	12	96.73
1990	1650	3	29.81
1109	12	24	16.97
104	1666	24	91.86
9131	14	4	7.12
222	1881	4	22.18
1142	3692	3	32.06
105	3776	3	6.01
546	3386	4	37.36
2906	1379	7	85.84
548	108	19	33.65
961	209	30	241.58
3642	101	12	30.16
2624	14	13	12.52
486	894	4	24.03
1566	196	4	19.54
19279	5798	5	111.39
4367	14	13	27.84
192	560	8	31.05
105	1305	13	30.7
105	3417	4	9.18
101	2954	7	7.49
8920	14	5	10.44
365	219	4	8.26
124	2555	5	20.37
281	281	4	8.33
282	13	3	7.17
152	1398	6	26.98
1674	297	6	42.23
4079	11454	4	71.59
5413	104	3	7.9
1231	173	3	10.41
444	396	6	28.51
3635	109	4	11.84
1497	151	5	21.39
541	190	8	30.41
3192	14	15	24.35
2569	177	6	39.1
561	193	4	10.51
6497	12	4	5.17
10003	14547	5	112.17
840	1251	10	98.77
601	13172	5	71.03
113	1709	3	4.85
6394	889	3	35.04
744	217	5	19.64
147	3415	3	15.15
108	17549	3	20.7
117	874	6	11.57
2607	101	11	17.2
13305	4403	6	120.23
12	11040	3	6.09
497	184	3	5.32
498	552	6	34.33
202	152	13	21.16
112	1674	4	8.21
2142	110	4	8.23
109	106	279	152.23
130	25176	3	35.43
106	4427	3	7.78
2615	965	12	148.39
2545	1390	4	42.99
8393	1492	7	109.26
5944	14	5	5.73
321	1346	3	16.17
13574	281	4	48.11
110	4621	5	21.74
111	4249	3	10.22
2518	362	3	21.33
4973	107	3	9.47
1528	465	3	19.44
19338	120	3	26.91
2070	1269	5	52.59
1378	10788	3	42.75
332	171	22	97.71
12	14015	3	8.1
4922	104	7	28.48
147	651	10	36.43
8449	101	4	10.05
370	137	9	16.99
2573	239	4	26.26
113	4988	5	25.4
156	12113	3	26.71
369	541	3	11.13
16029	4000	3	54
104	8432	3	11.23
1258	120	17	81.16
2689	101	6	4.12
4945	104	3	7.16
110	383	21	32.97
539	139	14	50.58
988	267	6	33.22
165	216	6	5.33
167	954	3	8.63
109	133	100	93.86
108	514	14	16.54
1106	358	6	39.71
19836	14	3	10.5
1483	329	3	17.01
884	14	54	70.61
4769	142	3	17.21
1353	388	3	17.37
298	407	9	42.19
113	3346	10	54.44
118	517	5	3.91
113	1374	6	14.24
147	1340	5	19.37
743	2907	3	27.32
101	12952	3	9.38
119	2790	3	9.44
118	2921	3	9.65
116	550	60	307.71
119	944	7	17.27
238	2674	7	54.71
178	121	20	16.91
12	14937	4	14.99
2956	108	11	48.69
6420	16	3	17.75
768	182	3	7.86
411	5781	6	66.79
296	380	4	11.94
1852	101	9	5.7
382	294	3	7.38
7180	14	5	8.12
4529	120	3	13.21
165	1608	26	214.83
7480	16562	4	84.55
17434	15962	3	67.29
2065	167	5	27.52
233	7950	3	26.84
330	14	97	49.03
101	11729	4	14.18
881	1211	4	32.2
5246	12	7	12.57
716	115	7	11.8
113	1100	38	210.76
1191	395	4	24.67
679	584	3	15.64
351	14	64	11.06
3409	105	3	5.38
5141	26688	3	65.67
107	1567	6	11.05
110	3085	5	16.36
7287	101	4	8.69
6262	14	5	6.42
227	795	3	9.64
1445	175	3	11.47
687	208	7	30.35
1886	294	5	34.46
129	359	6	5.04
1303	14	22	12.72
3347	103	4	7.73
2327	105	5	9.23
101	3820	9	18.68
163	433	4	6.8
353	7630	3	30.26
6217	104	3	9.03
105	3108	5	12.36
1339	9	8	22.53
156	3198	3	15.56
219	149	10	12.6
1404	102	7	3.96
2430	12	9	5.32
358	195	5	10.99
9876	103	3	12.44
1534	267	4	22.83
1359	109	20	76.1
6245	101	3	3.97
2829	235	3	18.36
127	3633	5	25.52
120	2456	6	25.32
127	1153	5	12.42
101	16937	6	40.85
10077	281	11	155.98
151	1964	4	17.64
2049	596	10	102.22
558	222	4	11.7
8854	12	3	4.37
9	8520	3	16.72
13758	14	4	12.05
4714	12	6	7.46
121	3719	9	55.77
2256	590	3	23.78
459	1912	6	50.09
125	7134	5	34.83
2947	12	7	4.03
132	128	66	109.3
2645	623	3	25.35
105	1342	9	15.94
193	951	5	21.01
6734	101	3	4.42
797	194	5	19.18
1918	14	15	9.39
19787	101	3	13.83
116	8682	8	66.53
188	1299	4	17.26
2600	21	3	10.74
552	128	5	5.81
458	339	5	20.76
2798	184	3	16.29
308	1072	4	21.15
814	101	33	39.63
720	428	5	28.41
152	1733	7	36.92
149	160	16	21.41
2	945	45	348.56
182	1320	3	11.19
1344	428	3	18.06
168	14	691	1460.62
350	2746	3	21.78
352	282	5	15.51
885	118	7	16.25
172	102	253	540.02
113	800	16	49.21
303	403	5	17.93
17436	519	3	40.62
12	11639	3	6.67
502	9	7	5.54
12609	1641	3	45.41
2602	142	3	12.55
10020	12	3	5.59
6361	14	6	9.64
207	109	21	5.39
12	13403	3	8.1
9	4361	3	10.98
7560	110	3	14
510	102	44	68.75
950	504	7	51.3
16932	330	6	91.93
1015	14	48	64.59
541	469	3	12.57
1044	3361	4	43.42
7631	2029	3	42.07
1133	13600	3	43.78
21746	14	3	12.61
644	2148	5	45.34
260	780	51	478.68
107	2315	47	338.44
106	2439	26	142.44
1312	495	6	46.04
107	459	13	11.49
108	1076	9	16.41
106	337	64	173.49
141	370	6	8.66
6866	14	5	7.65
166	253	28	111.97
175	6710	4	33.37
373	121	8	8.11
1454	3449	3	33.08
8480	103	3	11.12
5030	108	4	15.21
268	1239	11	79.8
57	331	27	106.06
1668	148	19	135.02
118	247	15	15.3
118	2467	4	13.45
19638	14	3	10.5
101	9161	6	22.27
1482	170	4	17.36
1746	9735	8	135.61
5305	129	3	15.78
106	982	13	26.11
107	611	12	15.12
110	1539	4	5.76
2751	1310	3	30.63
671	102	19	14.91
107	4572	3	8.95
6064	12	4	4.61
184	296	6	11.47
754	3151	5	52.04
214	2495	3	16.61
464	27784	3	48.17
1959	328	4	27.3
525	1030	5	34.54
3044	105	4	8.05
4067	103	10	42.67
733	453	12	90.97
104	3888	4	9.32
131	344	8	10.44
1684	9	3	4.68
996	104	13	20.67
3032	12	15	27.46
12	4812	20	78.32
357	1456	5	34.29
8084	14	6	13.24
12940	695	3	39.62
1023	107	7	9.27
3001	454	3	24
5172	424	9	106.29
417	170	3	3.87
254	136	14	24.54
601	761	3	16.66
105	1578	14	40.71
997	581	3	18.18
657	551	8	55.3
2	367	26	114
2767	12	11	12.15
211	420	5	13.19
360	2414	3	20.99
521	107	18	28.5
4507	105	11	56.22
154	556	4	7.5
249	621	3	9.13
342	1752	3	18.4
102	4717	3	4.42
7665	223	3	26.06
866	113	6	9.27
5017	2660	5	73.28
726	157	4	10.46
16735	9008	4	86.87
12	3494	6	3.89
103	143	74	23.95
193	1270	4	17.48
156	1312	6	26.97
222	320	6	15.24
1846	118	4	10.92
105	2542	4	6.56
6378	101	3	3.97
7403	14	4	4.92
1178	109	5	5.33
2525	105	9	27.72
16	4480	4	21.95
354	1127	6	39.79
930	136	15	71.69
180	110	34	25.13
179	471	12	48.99
122	561	8	13.81
11364	12309	3	61.5
340	304	3	6.96
1955	139	5	22.06
18425	12	3	11.66
287	20886	3	40.22
1890	2182	5	57.74
5569	108	7	37
11067	101	3	8.08
197	1812	4	20.76
200	701	4	12.89
165	361	5	8.79
294	135	7	7.06
108	2394	9	31.54
348	130	7	7.79
20242	20246	5	136.85
335	158	16	57.37
2376	3450	33	599.83
2658	14	10	6.32
1125	1857	3	26.79
118	285	28	66.49
1040	151	3	7.7
1068	112	4	4.97
248	24885	3	43.52
273	212	4	5.46
1317	171	7	36.66
235	119	10	4.21
1699	1384	5	51.24
1193	340	14	117.5
116	254	23	35.86
2808	5353	3	41.61
8780	1688	3	42
4146	101	6	9.08
101	27878	3	20.43
1251	8	5	9.37
2267	118	3	7.95
1343	21	3	6.58
799	1529	20	234.14
296	164	6	9.74
8296	124	4	27.39
393	15690	4	53.31
1592	12	20	20.53
3630	104	4	8.69
16737	18355	3	70.12
6474	108	7	40.31
510	181	3	5.37
5104	2837	6	91.17
1017	986	7	63.24
106	1701	11	30.87
111	575	15	30.65
4371	102	3	3.89
11628	3802	4	70.81
6702	19197	5	113.79
3658	101	6	7.52
117	7639	4	25.13
300	1808	5	34.38
113	2164	3	6.24
332	715	6	32.91
101	13837	3	10.18
110	19623	4	35.04
174	2250	3	14.35
147	112	87	166.82
119	1305	3	4.83
116	1698	14	66.82
146	2173	5	24.51
210	527	5	15.46
564	108	9	6.41
12	9448	3	5.14
1998	117	3	6.85
2137	14	13	8.09
108	1671	12	39.01
134	2550	6	31.01
18033	14	5	23.03
9780	208	4	39.7
110	2851	3	6.46
412	278	3	7.33
471	791	3	15.17
5482	101	6	13.24
120	2977	3	10.03
276	300	6	17.97
