174	1
451	2
378	3
441	4
351	5
431	6
54	7
738	8
781	9
1	10
6	11
134	12
514	13
201	14
847	15
644	16
100	17
23	18
92	19
135	20
103	21
194	22
170	23
444	24
828	25
300	26
498	27
548	28
765	29
185	30
152	31
151	32
300	33
361	34
168	35
457	36
381	37
370	38
21	39
161	40
32	41
583	42
891	43
369	44
35	45
600	46
315	47
538	48
250	49
555	50
132	51
27	52
463	53
835	54
500	55
247	56
595	57
205	58
962	59
712	60
495	61
486	62
415	63
14	64
393	65
31	66
368	67
50	68
425	69
73	70
4	71
24	72
671	73
599	74
87	75
208	76
6	77
41	78
349	79
820	80
14	81
49	82
354	83
317	84
740	85
7	86
213	87
780	88
954	89
325	90
96	91
459	92
938	93
307	94
154	95
582	96
277	97
433	98
288	99
468	100
670	101
873	102
18	103
575	104
318	105
290	106
485	107
467	108
91	109
20	110
207	111
212	112
141	113
776	114
896	115
88	116
85	117
850	118
650	119
458	120
590	121
647	122
783	123
831	124
379	125
564	126
2	127
223	128
231	129
65	130
2	131
152	132
259	133
13	134
510	135
282	136
33	137
222	138
160	139
41	140
74	141
242	142
358	143
230	144
122	145
480	146
576	147
282	148
460	149
949	150
66	151
403	152
162	153
561	154
32	155
601	156
75	157
17	158
668	159
221	160
742	161
724	162
638	163
316	164
339	165
98	166
310	167
316	168
325	169
199	170
273	171
313	172
193	173
633	174
228	175
507	176
202	177
74	178
98	179
492	180
320	181
635	182
792	183
239	184
192	185
95	186
608	187
68	188
46	189
104	190
329	191
800	192
421	193
704	194
953	195
551	196
452	197
81	198
5	199
761	200
257	201
851	202
277	203
196	204
133	205
285	206
254	207
828	208
172	209
412	210
51	211
130	212
877	213
686	214
15	215
3	216
10	217
206	218
11	219
32	220
143	221
373	222
316	223
225	224
844	225
578	226
81	227
611	228
144	229
68	230
800	231
202	232
426	233
198	234
567	235
686	236
65	237
358	238
576	239
6	240
308	241
514	242
51	243
693	244
76	245
3	246
770	247
80	248
100	249
260	250
911	251
195	252
89	253
2	254
308	255
374	256
684	257
873	258
276	259
383	260
569	261
670	262
144	263
624	264
595	265
55	266
2	267
859	268
194	269
701	270
751	271
501	272
566	273
69	274
244	275
59	276
6	277
150	278
744	279
375	280
692	281
223	282
637	283
536	284
296	285
48	286
646	287
579	288
554	289
823	290
118	291
331	292
131	293
9	294
438	295
135	296
242	297
12	298
13	299
213	300
392	301
639	302
329	303
602	304
49	305
19	306
28	307
858	308
707	309
102	310
265	311
414	312
420	313
293	314
151	315
135	316
265	317
2	318
537	319
784	320
28	321
849	322
193	323
694	324
309	325
339	326
303	327
128	328
118	329
258	330
771	331
848	332
31	333
103	334
240	335
213	336
626	337
273	338
583	339
957	340
263	341
149	342
818	343
502	344
470	345
290	346
282	347
235	348
78	349
8	350
623	351
46	352
482	353
200	354
673	355
10	356
262	357
716	358
367	359
233	360
95	361
409	362
43	363
178	364
319	365
112	366
186	367
500	368
786	369
762	370
192	371
409	372
73	373
864	374
850	375
249	376
835	377
879	378
637	379
430	380
258	381
28	382
930	383
694	384
165	385
639	386
887	387
378	388
475	389
478	390
549	391
682	392
758	393
181	394
857	395
530	396
792	397
901	398
368	399
373	400
578	401
100	402
34	403
806	404
134	405
742	406
842	407
33	408
51	409
48	410
418	411
736	412
934	413
425	414
85	415
203	416
323	417
74	418
424	419
560	420
632	421
439	422
191	423
527	424
541	425
335	426
362	427
134	428
480	429
181	430
259	431
285	432
399	433
156	434
84	435
956	436
387	437
318	438
187	439
333	440
363	441
117	442
313	443
646	444
882	445
79	446
428	447
43	448
11	449
289	450
826	451
1	452
289	453
330	454
725	455
440	456
453	457
322	458
709	459
253	460
823	461
211	462
151	463
393	464
58	465
591	466
73	467
110	468
364	469
649	470
133	471
274	472
807	473
641	474
92	475
20	476
114	477
91	478
814	479
638	480
142	481
564	482
781	483
87	484
42	485
566	486
158	487
99	488
787	489
36	490
47	491
16	492
77	493
180	494
339	495
97	496
238	497
604	498
269	499
28	500
126	501
150	502
747	503
43	504
256	505
39	506
218	507
735	508
57	509
798	510
125	511
184	512
556	513
880	514
609	515
835	516
56	517
725	518
93	519
134	520
454	521
132	522
270	523
59	524
659	525
473	526
166	527
7	528
52	529
107	530
772	531
201	532
9	533
572	534
656	535
208	536
251	537
869	538
960	539
20	540
729	541
193	542
761	543
930	544
315	545
153	546
96	547
44	548
819	549
352	550
39	551
945	552
26	553
107	554
101	555
492	556
79	557
189	558
22	559
50	560
253	561
238	562
161	563
47	564
909	565
203	566
364	567
8	568
52	569
259	570
14	571
672	572
622	573
238	574
78	575
133	576
478	577
53	578
586	579
678	580
59	581
833	582
678	583
315	584
144	585
813	586
17	587
717	588
609	589
156	590
168	591
255	592
514	593
25	594
119	595
386	596
552	597
139	598
209	599
833	600
508	601
218	602
337	603
238	604
28	605
824	606
660	607
37	608
396	609
728	610
265	611
164	612
695	613
183	614
410	615
119	616
704	617
215	618
443	619
28	620
817	621
98	622
768	623
408	624
653	625
323	626
574	627
582	628
46	629
216	630
202	631
502	632
552	633
525	634
681	635
349	636
908	637
2	638
546	639
363	640
472	641
298	642
306	643
603	644
554	645
554	646
439	647
943	648
534	649
461	650
46	651
225	652
594	653
19	654
36	655
814	656
945	657
236	658
632	659
264	660
236	661
601	662
337	663
261	664
36	665
642	666
72	667
52	668
132	669
885	670
417	671
461	672
11	673
349	674
744	675
652	676
422	677
488	678
483	679
724	680
333	681
13	682
607	683
828	684
58	685
413	686
71	687
645	688
91	689
8	690
25	691
224	692
7	693
716	694
869	695
578	696
180	697
1	698
724	699
71	700
564	701
515	702
715	703
36	704
21	705
496	706
754	707
60	708
892	709
896	710
168	711
387	712
187	713
196	714
758	715
589	716
642	717
395	718
808	719
921	720
314	721
6	722
128	723
266	724
564	725
77	726
141	727
27	728
109	729
537	730
55	731
609	732
146	733
526	734
22	735
235	736
22	737
230	738
161	739
247	740
194	741
196	742
430	743
746	744
55	745
379	746
222	747
460	748
1	749
402	750
114	751
627	752
531	753
349	754
277	755
657	756
118	757
11	758
195	759
293	760
846	761
4	762
45	763
160	764
564	765
166	766
788	767
341	768
706	769
24	770
710	771
702	772
280	773
325	774
821	775
25	776
137	777
27	778
150	779
292	780
51	781
372	782
911	783
567	784
30	785
195	786
58	787
95	788
628	789
43	790
285	791
232	792
530	793
223	794
778	795
756	796
5	797
739	798
604	799
61	800
607	801
249	802
479	803
366	804
490	805
721	806
