612	8570	5
6413	4439	12
288	4452	2
276	3500	0
768	4150	12
14	7125	5
339	772	21
166	3381	3
7960	124	6
106	5102	3
272	8100	3
911	9928	4
221	2802	5
57	4643	0
2016	6441	5
14	7404	13
21608	827	9
7551	8216	11
2744	3244	0
712	8704	14
23258	9750	4
164	9403	29
392	2642	1
117	4035	15
352	6255	25
2631	1040	1
186	3949	5
152	9058	2
2041	6061	3
161	8749	13
190	3793	0
102	1694	3
10527	6228	12
117	9731	12
109	1414	9
278	9565	6
103	501	18
14041	3048	18
799	2784	7
206	7158	15
1526	7948	11
840	3518	2
173	6366	8
881	2112	6
2	7497	4
155	9173	4
675	3999	14
885	1432	9
4119	6225	5
127	7259	30
10270	4172	5
802	5986	13
9375	98	24
6180	129	4
696	9022	3
1059	9042	12
214	7935	11
104	6102	2
163	2221	12
101	6564	13
18999	6167	1
1176	8122	0
24963	6756	16
10923	6995	4
2018	3502	21
551	3833	3
14	9042	17
151	9596	5
17847	3325	20
2101	2969	9
101	8162	2
1108	7509	1
3456	3707	25
141	1445	23
102	1897	3
2449	7097	9
110	8506	10
1163	5156	4
150	9373	15
5125	3296	18
104	5276	1
727	8910	12
10881	7987	7
1701	3864	0
1203	2400	1
180	2563	28
424	3712	8
216	8844	5
204	4411	0
7536	4506	4
2673	5169	0
1530	804	1
130	2129	17
6089	5615	19
953	7704	4
116	5566	8
3138	5161	5
23400	6524	13
101	5433	7
354	392	13
14	2982	15
117	1198	1
191	9853	22
157	511	24
177	4623	3
14	6891	9
7601	210	1
128	9726	2
138	6558	14
106	862	20
18359	5239	14
2882	7939	10
102	191	18
9405	8292	1
21112	4070	30
14	868	10
2363	5505	13
978	325	5
14	1770	16
2654	2469	3
1417	278	18
14	8129	16
119	6761	32
4733	7067	2
103	7805	21
19973	2657	4
14	8064	27
175	4115	4
629	3455	20
106	1652	13
1520	7657	12
163	5593	3
150	1891	1
2585	451	23
9588	5908	9
2694	2856	13
499	2494	2
3375	9076	8
1444	1192	1
2272	7441	6
252	5015	5
16	489	4
237	7002	10
113	9901	1
147	1411	13
677	869	11
12	5382	17
107	2949	18
480	1103	3
1023	6366	7
184	8069	9
161	2685	16
1080	3744	19
16511	4288	13
9269	9701	10
12	5756	35
3149	2097	16
112	1878	11
7007	2320	19
2267	3057	26
342	7322	7
6953	4926	5
15469	8839	14
1244	5796	3
24638	4643	21
2251	5318	11
112	2359	9
1207	4696	15
1863	9580	8
15863	2347	13
2501	2540	9
113	8427	14
10428	7910	10
1037	6994	0
256	3461	18
17671	3755	16
486	1158	1
130	486	2
14	5086	12
148	9675	11
21041	5636	1
442	3485	9
327	4958	12
4362	4934	23
2113	147	7
136	418	1
591	8220	1
6677	5233	6
270	9984	5
57	5631	0
143	1904	3
2609	9873	6
357	9180	12
769	271	6
1080	2777	9
342	5387	1
310	4814	0
101	9078	2
21936	6217	1
138	860	15
9193	744	7
616	591	16
1267	5505	4
1783	7456	3
57	504	0
14	5161	9
119	8785	3
169	9595	3
14	7308	18
859	5122	12
847	1635	12
103	3847	35
183	9893	2
366	3445	6
485	2546	9
4317	3827	0
121	4098	4
22966	77	20
708	2588	23
585	5694	27
2752	8964	0
632	314	6
156	8528	16
101	6596	18
103	5993	4
110	3741	18
1932	4590	2
103	2831	3
310	8351	1
1172	2599	16
21785	2894	15
6372	5797	3
58	3197	0
1377	6527	8
117	2257	2
8337	5323	5
12	9006	10
12	713	4
7665	8496	27
14	5016	6
102	7658	9
103	6123	18
215	6988	1
1118	5850	9
119	4103	3
741	1141	19
903	3728	1
14	8249	6
4517	5486	4
57	15	0
8751	1880	24
12657	6216	12
1128	6727	18
129	9540	3
180	5637	4
547	6614	8
12	3305	13
325	5596	14
287	5549	8
133	1278	13
109	4306	10
845	2118	2
123	8382	6
167	9016	11
8552	5524	23
1101	6037	0
13251	6984	4
1	8442	14
104	7192	14
739	1475	9
4577	320	11
144	8334	11
110	189	27
110	5762	15
117	1037	3
4715	6254	4
116	5468	1
3461	5080	7
2640	190	5
143	5488	7
1539	9929	22
12	4723	2
482	4528	10
106	6015	1
114	7027	1
58	5281	0
137	2709	1
245	7000	3
106	8795	19
102	9299	17
525	4897	17
3805	3849	5
104	8996	4
848	8227	7
12	5950	5
278	3893	15
6613	7675	1
1646	7351	7
125	1804	36
14	2977	14
22034	9509	2
217	592	0
101	444	17
14	7971	25
105	4494	15
2672	9012	5
338	2872	2
897	3850	0
107	8409	6
102	5343	12
6438	1511	4
478	3634	3
5127	6491	24
7070	1181	19
109	1079	3
186	6005	25
14	7517	7
116	5957	1
3192	1099	7
339	7205	1
7060	2743	5
4822	3551	6
12	8321	1
7530	5990	6
14	4151	13
134	3736	8
102	2629	3
6956	5755	6
11777	3442	1
10012	1307	11
115	7040	3
3173	2689	3
142	1230	3
12	4896	1
670	8268	5
184	9441	13
14	9752	23
107	3554	9
498	5589	36
12	2634	10
396	6232	11
107	4423	19
272	2859	4
116	2772	6
25214	3011	8
12	4509	2
392	9109	3
8	8213	18
12	9338	13
187	7299	2
606	3200	14
336	4963	19
23020	9490	7
2903	670	22
873	2004	13
208	3336	0
260	6236	1
550	7507	8
12	6521	18
124	6524	4
101	7824	21
2579	8947	4
160	912	13
106	1500	7
12	208	4
101	2769	31
12	7055	11
19847	4832	3
3476	9127	0
359	5843	10
112	378	10
2947	2025	19
333	2852	22
135	339	26
196	7251	2
201	1632	7
114	8100	9
15309	9577	3
107	8614	1
1074	1196	20
107	7270	3
6952	8720	0
2709	1425	0
2526	8956	8
3708	6540	5
126	7729	19
150	1727	4
1590	3731	0
14	5690	24
286	2737	12
794	8435	4
112	6225	10
1259	7095	20
139	3020	2
1166	5003	22
2902	4412	10
109	4424	5
192	1152	4
1131	917	14
101	5821	9
151	3461	11
111	3626	3
21664	6061	6
14	9324	24
103	3218	8
21929	2565	18
8202	8667	15
222	2670	17
101	2032	15
125	2652	14
19763	1048	11
399	8507	29
14	9391	5
604	8568	12
3292	9428	5
113	3635	17
1455	7614	1
14	2208	23
581	9657	17
14	6446	12
2042	9711	16
106	8052	8
544	5429	0
2168	8006	0
5211	2333	0
1948	1951	12
206	8447	4
20459	2708	18
5778	1301	6
287	3607	15
2853	4310	7
14	3621	5
452	5491	0
25373	5593	6
1211	4224	4
2078	2304	20
9070	9976	11
26509	4478	9
10316	3936	1
12	7434	25
14	4220	23
286	1169	5
101	8940	13
129	7653	2
105	4061	12
14	5425	16
137	8581	14
14	3224	6
8657	6333	9
107	5899	13
7966	5581	28
859	7678	5
169	9250	17
1734	9346	12
15399	9200	0
6013	2853	25
14	4287	10
20230	2563	18
14	6399	25
1489	4650	7
7080	6633	12
5985	4324	23
14	342	15
2449	4051	6
685	4190	11
9	6427	10
629	9743	4
14	2547	20
339	7370	24
238	1303	11
103	4519	12
402	9139	6
8	171	14
438	4604	16
102	8273	32
14	9797	41
12	1722	15
14775	1188	13
1155	10	8
657	1910	9
102	4607	4
2788	8348	4
16695	8880	5
12	1787	4
1543	8819	14
1243	5117	23
1518	6072	8
298	4267	11
2558	7204	18
581	2585	8
22211	4536	6
704	7578	15
2540	1784	3
14	3776	13
4115	7375	1
275	1392	7
4603	1477	9
162	2465	22
26573	2196	1
1031	3229	5
262	9782	16
4656	6296	17
14	2247	9
10444	9345	2
529	3515	1
278	8314	15
12	189	11
14	2052	20
179	415	9
121	6380	5
111	4714	17
896	8445	7
554	5348	4
127	2022	24
3998	5952	15
22215	7017	13
12	7387	12
1205	1135	12
134	7347	9
502	3365	2
5193	5903	25
991	1460	8
295	7764	10
8703	4410	6
1390	3159	0
102	455	20
2235	970	2
3258	8738	11
12	512	8
135	5428	5
101	6543	8
153	2153	8
14	735	17
1119	3736	4
119	1167	5
2390	7690	24
17035	4686	20
1081	8045	5
351	3581	0
313	9770	0
1557	2189	5
17148	5735	1
14	9711	20
1793	47	8
181	3946	8
10812	6059	15
16990	3151	11
10842	3856	30
146	4804	15
104	6413	1
14768	1684	1
135	9732	1
839	1333	4
102	7865	9
6251	3402	4
101	6677	4
3066	6303	0
123	5377	1
117	8066	3
2497	1583	12
103	3345	4
25764	3133	6
19983	2583	25
944	982	6
468	518	21
107	6377	3
107	8422	16
14	4852	19
691	9424	9
416	3516	15
4065	3134	7
13279	91	17
105	63	2
12852	2347	11
1848	2351	0
3034	1228	2
110	2813	11
10042	2383	30
178	8442	1
4528	8445	27
21957	2764	3
3663	9372	26
308	3908	2
153	8334	4
783	1874	18
384	255	0
111	6687	5
4029	8229	6
101	9071	1
14	4542	16
320	1182	1
1317	7441	0
14	1470	17
16	9256	25
14	8598	14
207	570	1
103	6374	5
14	3355	10
3077	6158	10
1835	9467	10
114	8239	18
148	1679	4
14	1340	7
5997	8878	3
20985	1807	6
25191	5833	8
397	7664	4
21519	5495	19
17018	1325	3
427	9488	8
9	2894	22
1259	5270	7
378	8531	4
101	2131	10
647	2272	27
23612	260	15
22618	87	3
8624	8819	19
489	7721	16
14	1795	18
2152	4772	14
959	2836	0
9	938	6
371	2436	4
4898	486	26
12	4958	28
103	3610	12
9232	2324	7
204	7517	0
284	8193	2
3061	2238	28
9250	7215	12
175	5139	2
121	782	10
155	5741	2
5344	8786	0
400	1827	1
9	973	24
106	7763	7
6200	9014	5
21264	9738	7
3592	1088	11
109	1829	8
10529	9267	14
116	7280	7
676	7003	2
1826	9592	22
321	1624	24
130	9655	1
12	5748	5
12	7698	3
2355	9107	8
398	8497	12
1809	6464	3
102	7511	9
178	2088	10
103	4761	3
402	7436	0
5014	412	13
380	2021	10
25933	9073	1
645	1449	3
22869	9179	20
521	7738	0
825	3270	5
12	5195	16
3888	6580	17
13123	3675	17
101	9797	24
105	8182	14
6765	3454	7
16200	6545	1
2506	5417	3
320	501	19
134	7802	6
10033	1517	13
4956	5829	6
6146	1471	8
600	9691	23
1539	7603	16
2602	6522	17
122	628	21
207	5855	8
106	9250	10
358	1053	3
14	6110	10
112	8634	11
12511	5131	0
415	8648	7
12	1679	8
12	8039	21
432	4796	14
7469	9536	6
14	8185	7
21	3961	13
199	243	0
284	7314	3
283	1821	3
2315	5145	1
938	3300	8
184	7554	11
145	3678	3
1032	4449	13
543	2918	3
1271	1734	15
102	1352	20
108	8801	2
103	158	6
13340	2973	17
617	2625	1
537	5184	6
1518	1084	1
386	9544	8
340	2034	9
24221	235	3
2848	6597	8
5789	5265	3
105	7055	20
625	1490	11
107	6896	3
6006	3864	16
188	342	9
781	2035	22
2882	4206	2
223	6065	11
3578	704	0
20379	5252	12
542	981	13
3383	9807	10
1026	8131	28
1149	1592	5
609	6146	6
113	8685	21
272	9920	4
1454	9202	26
11055	3324	6
132	5507	11
139	3475	14
143	6254	1
667	3079	11
3803	3460	6
156	438	4
964	1349	19
804	1933	2
118	4259	16
1306	7848	15
1099	3123	3
192	9416	2
12	4347	6
218	7870	0
248	4522	5
161	7885	1
145	1037	1
207	993	5
112	6979	1
14	5416	19
650	4008	7
154	6198	6
103	9469	3
544	3770	0
215	6195	5
103	6524	10
111	8968	15
6694	429	19
3357	9535	5
103	1762	41
6111	5910	2
102	9554	11
693	3133	7
495	796	4
1919	3164	7
105	5604	7
103	797	9
2229	1659	1
678	9387	3
111	7424	24
103	5917	8
324	5043	2
454	5794	7
14	7879	11
1758	6192	6
6868	9280	16
23878	2548	29
102	3153	21
3182	5008	14
14	9156	20
12	2714	5
18518	8542	7
12	5884	2
108	3439	9
429	8008	6
14	610	17
12	9877	23
1272	8631	1
101	218	21
1132	6037	15
604	634	9
4566	7424	23
198	6269	25
1062	5315	10
1126	7439	14
218	8009	0
26112	2974	17
131	8915	6
495	5537	6
5072	1910	10
22383	9830	3
101	5032	6
13081	373	8
4736	1767	11
455	2115	18
1506	6062	13
103	2339	4
12	2112	24
122	9907	19
380	3537	22
102	1773	14
106	6413	17
187	208	2
361	7756	0
253	4018	16
452	9839	0
1916	6246	6
10448	1219	10
157	9123	14
1987	4414	6
531	7767	0
843	4405	26
359	6585	3
2346	7133	3
23803	845	10
2238	370	6
190	8110	0
7222	1308	2
3919	9398	20
135	3062	2
1575	9284	12
511	2089	1
105	8921	21
14	1931	21
1392	6902	6
14	5637	14
5781	9636	12
1590	773	1
117	8515	24
22038	4677	15
672	7869	1
1883	4816	14
102	285	10
1632	1381	10
2639	9645	17
569	7624	1
251	3721	4
2540	9904	5
422	6913	3
7	7824	13
117	3471	23
1448	3043	3
3632	6299	6
12	3192	9
711	5888	16
107	885	17
17892	2563	19
14	1217	22
7695	4460	16
25037	5647	27
1132	249	24
103	7380	5
14	5390	6
1515	253	3
11122	6338	9
109	2345	5
108	6848	3
241	3272	0
109	335	3
807	9875	0
174	2802	8
10456	9770	4
12	2420	5
9296	6284	4
362	1421	2
119	109	10
4622	6968	14
1074	4452	3
430	2496	19
2302	1003	5
22505	5979	15
113	2185	21
225	7418	0
1059	3610	14
557	6972	11
1646	1323	22
108	2352	6
14	4799	9
1821	2707	4
206	5415	29
325	8916	27
138	1482	15
6027	2078	16
847	9121	3
436	7287	18
16629	218	29
3805	65	10
101	6673	23
126	2378	5
109	6250	1
10566	9327	7
12	9719	3
2203	4946	0
163	3734	12
2338	1274	13
114	4407	2
951	4939	13
1345	818	1
116	3669	4
125	831	1
519	6566	0
181	1398	3
20939	7837	7
600	9840	15
199	4508	0
1836	3155	15
19189	7427	14
163	451	19
4493	4305	3
274	6012	7
1605	1686	10
323	5446	15
202	5055	0
115	6799	27
423	1208	16
398	8357	1
14	1713	10
153	1121	21
127	4346	16
12	3015	4
147	3843	18
103	9899	10
142	5134	11
1502	3461	17
673	5056	10
110	4248	27
613	7720	3
12	2063	17
116	5769	4
6336	9158	1
135	796	16
12	1446	6
1579	6863	9
116	3872	18
114	5580	14
4361	8916	25
4612	4341	8
107	7784	2
12	8460	15
113	5992	14
2144	937	24
3851	5637	7
111	1011	11
101	7851	16
2141	3739	11
13717	1573	10
545	7946	6
12	2252	12
381	5842	2
108	175	2
199	4203	0
203	4206	22
12	724	20
422	7746	6
24488	8852	8
3717	3053	4
524	3572	7
459	1765	1
104	3712	13
12	7037	2
223	4500	9
14	1925	23
2652	4024	7
1482	9237	2
107	7381	1
3017	9506	0
17640	8081	10
24918	679	5
208	1961	11
678	3395	23
387	4451	2
1651	8937	9
5314	1732	3
215	9210	1
313	1252	0
124	9171	4
133	2663	23
249	2455	13
10160	165	5
284	7456	27
8	1567	8
3898	3824	1
401	4353	5
492	4056	2
12581	4971	0
22591	2568	8
1620	8736	7
124	4920	7
915	9019	6
14	9796	12
2935	5814	2
102	5559	10
284	1098	16
12	7893	13
127	39	8
476	7637	23
101	5802	8
104	9496	5
14	1436	23
601	8498	2
779	753	8
1211	7863	12
2446	8182	17
121	4153	1
783	1082	23
7603	440	1
2566	2654	32
3566	6623	0
6329	8319	17
5742	9140	16
109	2164	4
233	5638	10
25326	6880	5
638	2971	2
19076	5671	10
3720	9368	5
11968	5321	13
362	8838	2
188	2048	1
12	2089	4
401	7645	4
155	8890	3
1048	2855	8
6294	8546	13
110	3856	28
720	5647	24
622	6228	18
13895	1206	0
164	6888	16
146	7603	22
218	2061	0
1235	3755	32
104	7903	3
132	4099	19
305	1570	21
9107	1668	7
1773	3607	4
20437	239	10
193	6431	1
3525	1346	0
130	5715	25
326	8742	18
12	6291	2
3391	5485	6
2213	7455	8
600	1422	1
564	5601	2
14	2435	11
7918	5874	0
578	1823	8
12	8222	7
355	8430	7
101	1617	5
23364	8858	14
499	6286	11
13815	9934	0
18507	3655	2
25056	7767	1
23103	5343	5
355	1584	1
4667	9521	31
587	1100	6
62	1711	11
3420	4862	16
2282	4722	3
25974	5627	1
12	6822	6
127	1108	3
103	5589	34
2542	8031	4
12	3815	12
108	7442	1
1175	1490	0
12	6092	12
12	8747	3
12	2986	11
948	6031	8
801	3953	20
123	2928	4
3403	2106	11
111	3843	14
22845	9065	2
895	7765	0
20596	9871	1
3435	7033	2
127	9998	14
12	304	5
109	5485	4
7194	2774	6
125	5907	4
14	9606	8
378	1624	4
1287	6232	18
25466	9867	4
943	5843	14
1125	3228	5
2240	2549	10
105	5474	2
129	4954	13
1404	8879	3
253	3566	8
1567	8877	11
1006	1964	2
1517	6651	12
102	8345	9
1506	9627	0
4326	2963	9
105	2438	19
138	9657	12
133	7789	7
2480	5604	13
102	3816	5
103	5479	5
315	91	31
962	312	11
1238	7741	12
25983	619	12
241	7248	0
3482	4462	9
11365	9414	20
111	8184	3
3305	2076	7
107	5101	17
16	9281	5
2435	6228	3
5736	3640	2
14	1495	13
3085	823	0
515	8246	10
101	9929	12
4097	9366	0
5734	334	15
2522	2365	13
120	9710	14
453	5013	14
21804	5264	16
1402	8694	35
15339	7955	9
837	6674	5
14	62	9
6695	6964	8
149	1693	2
726	7401	13
12	4524	22
1070	9215	3
1232	614	4
1543	7333	20
967	6609	2
14	1395	14
1599	3824	2
767	2620	10
2	1045	26
12	7157	5
834	6196	2
121	932	11
178	39	16
117	9291	7
104	3657	1
128	3583	20
12	7092	14
103	2905	9
12	1939	2
14	9681	39
488	1582	5
320	8902	2
5291	5588	4
3360	3508	3
12882	1896	1
163	62	2
10247	632	42
191	4634	7
1388	4320	3
13549	6518	6
102	9851	5
12	9599	4
102	7099	7
5008	9178	5
21	3438	15
8748	7095	12
336	8845	25
1775	8883	3
12	1241	1
21661	4748	5
4215	9324	13
1269	7939	2
114	7316	4
101	3611	7
12859	9354	11
159	1341	8
102	7863	11
1960	2636	11
57	3379	0
2181	3094	4
3766	4546	15
1337	2138	6
332	7798	0
462	8362	19
102	9414	6
21768	8219	31
571	1899	11
12	6658	5
101	2539	3
234	8163	0
1178	6859	19
112	7313	3
130	7397	19
21	7058	6
9267	7801	6
9	5715	5
12	8015	2
12	1766	20
772	118	5
150	3924	12
12	8910	11
244	2978	5
271	4576	6
214	6043	5
259	8588	5
101	2673	15
1225	3838	22
14790	142	4
9385	2978	6
711	1902	10
17923	1575	8
12	3480	8
399	4600	9
1210	624	15
433	3918	4
5496	7871	24
477	3330	14
8974	8795	1
208	1356	0
7651	3594	0
22511	6064	9
1819	4444	4
183	52	13
318	2666	4
14	7162	19
105	8433	1
7861	1918	1
26579	4876	15
6613	6599	3
2226	8633	18
108	6620	10
102	6307	29
110	8919	24
109	9140	4
101	1630	34
214	2778	13
246	7553	10
412	633	16
1485	893	16
14	2743	21
588	9540	17
354	8951	7
1447	5756	6
8	4584	10
20708	8590	10
121	9364	14
384	9083	0
13365	6598	3
16997	7616	11
381	8858	5
155	479	24
2155	8065	18
101	803	20
101	6859	9
2374	102	2
500	7588	18
136	4032	17
140	7755	28
141	1983	5
110	3950	1
607	735	14
6167	3234	13
1265	3487	13
687	1174	18
147	5874	12
3566	8102	25
193	4485	12
2815	3895	5
543	8891	16
104	5101	1
4018	4568	17
105	2083	10
2248	3879	9
7190	1133	5
102	4567	19
109	2855	4
18488	9610	1
101	3219	3
3006	9869	4
145	4775	2
105	6510	12
227	1947	13
24127	6506	7
692	9078	20
771	6513	16
1692	7703	14
104	2758	1
313	1975	0
102	5096	6
372	5838	10
3016	6577	1
14	8282	11
3467	75	0
434	9853	5
293	4773	27
942	4516	4
400	9552	1
5244	2427	8
459	2298	30
515	2192	13
121	1430	8
13881	2627	0
240	4932	4
193	2676	17
1548	1390	11
110	8505	24
118	4150	7
5947	844	5
104	2171	2
132	1703	18
134	62	4
4835	8381	4
1445	5995	9
4032	5414	4
107	1347	1
113	9666	5
833	5430	0
223	9422	6
3717	6007	8
620	1187	1
122	5269	12
2117	6004	26
1349	377	7
102	1121	25
312	367	29
5216	5275	23
219	2494	12
25594	8292	15
210	8771	3
33	6198	2
200	2845	12
14	6562	24
10462	1271	7
12	4379	7
14	8148	38
13848	6253	4
139	3660	26
1383	3300	13
14	4485	21
480	8692	16
407	3177	6
123	9254	7
107	691	5
1703	8344	25
4254	8980	6
110	297	22
4781	6943	6
12	3912	4
297	9349	6
340	4334	1
408	2829	1
148	6375	2
556	8549	1
6083	9853	32
16125	4773	7
2508	1079	8
759	7686	21
26281	7284	18
2192	7334	11
15462	6331	0
111	1675	11
1074	3699	2
1521	6610	28
3056	9702	1
20417	5352	10
23991	4294	8
17624	5104	10
214	9351	5
1951	1648	10
12611	5304	20
4466	1547	17
1288	2455	2
268	2084	0
14	8678	17
12	3447	17
253	4973	4
14	1486	14
237	6851	23
918	47	22
1196	4954	37
330	9736	7
256	7770	1
1636	2022	26
324	3773	3
